,product_name,brand_name,offer_description,retailer_name,valid_from,valid_to,price,quantity,categories,image,Coicop5_Final,Coicop4_Final,Coicop3_Final,Coicop2_Final,Predicted_COICOP_5_Category,Predicted_COICOP_4_Category,Predicted_COICOP_3_Category,Predicted_COICOP_2_Category
4789,Apfelkuchen,not_available,Für dieses Angebot ist keine Beschreibung verfügbar.,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2,1,Kuchen Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3485810/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
368660,Bürgermeisterstücke,not_available,"von der Rinderkeule, deutsches Jungbullenfleisch 1 kg",EDEKA,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,8.99,1,Rindfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5546306/images/default/0/msmall.jpg,01121,0112,011,01,nan,nan,nan,nan
10296,Bonbons,Vivil,80-g-Btl.,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.99,1,Fruchtgummi Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3524767/images/default/0/msmall.jpg,01184,0118,011,01,nan,nan,nan,nan
17835,Ravioli,Maggi,verschiedene Sorten 800/810 g Dose,CAP MARKT,2018-02-16 23:00:00.0,2018-02-24 22:59:00.0,1.39,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3586819/images/default/0/msmall.jpg,01199,0119,011,01,nan,nan,nan,nan
1798,Knusprige Vollkorn Haferfleks,Kölln,oder Müsli je 375-600g Beutel/Packung,EDEKA Neukauf,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.99,1,Müslimischungen Müsli & Cerealien Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3465598/images/default/0/msmall.jpg,01117,0111,011,01,nan,nan,nan,nan
4467,Cherry-Rispentomaten,Gut & Günstig,aus Italien  Klasse I  500 g Packung,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.77,1,Tomaten Tomaten Tomaten Tomaten Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3483955/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
110976,Echt & Gut Bio Eier,Unsere Heimat,"aus Freilandhaltung, 10er-Packung",EDEKA Neukauf,2018-06-24 22:00:00.0,2018-06-30 21:59:00.0,4.79,1,"Eier Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4181211/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
138946,Schweineleber,Vinzenzmurr,100 g,REWE,2018-07-29 22:00:00.0,2018-08-04 21:59:00.0,0.44,1,Schweinefleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4328181/images/default/0/msmall.jpg,01126,0112,011,01,nan,nan,nan,nan
131838,Zitronenpfefferkäse,Baldauf Käse,100g.,EDEKA Center,2018-07-15 22:00:00.0,2018-07-21 21:59:00.0,2.19,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4291143/images/default/0/msmall.jpg,01145,0114,011,01,nan,nan,nan,nan
5909,Leibniz Kunterbunt,Bahlsen,"Kombination aus knackigem Keks, leckerer Schokoladencreme und bunten Schokolinsen 150-g-Beutel",ALDI Nord,2018-02-08 23:00:00.0,2018-02-10 22:59:00.0,0.99,1,Kekse Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3496847/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
356000,Rote Zwiebeln,Rewe Beste Wahl,je 350 g Netz,REWE,2019-07-21 22:00:00.0,2019-07-27 21:59:00.0,0.79,1,Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5484529/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
2088,Säfte,Capri Sun,10 x 0.2-l-Pkg.,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.49,10,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3467739/images/default/0/msmall.jpg,01223,0122,012,01,nan,nan,nan,nan
104955,Eier-Salat,Landmetzgerei Witt,100 g,REWE,2018-06-17 22:00:00.0,2018-06-23 21:59:00.0,0.69,1,"Eiersalate Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4146764/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
11,Herrenklasse Riesling Sekt,Bernard-Massard,"trocken, jede 0,75-l-Flasche",real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,4.49,1,Sekt Schaumweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/288471/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
1129,Eintopf,Erasco,versch. Sorten je 800 g Dose,CAP MARKT,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.49,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3463202/images/default/0/msmall.jpg,01199,0119,011,01,nan,nan,nan,nan
5495,Skrei-Rückenfilet,not_available,"auf der Haut, erhältlich ab Mittwoch, gefangen im FAO 27 Norwegische See, 100 g enthalten: 81 kcal./342 kj., 16,9 g Eiweiß und 0,6 g Fett, 100 g",EDEKA Center,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,3.99,1,Frischfisch Fisch & Meeresfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3490797/images/default/0/msmall.jpg,01131,0113,011,01,nan,nan,nan,nan
130482,Frischkäse,Philadelphia,versch. Sorten und Fettstufen je 4x35/140-175g Becher,EDEKA Neukauf,2018-07-15 22:00:00.0,2018-07-21 21:59:00.0,0.95,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4286373/images/default/0/msmall.jpg,01145,0114,011,01,nan,nan,nan,nan
9238,Partytomaten,not_available,500-g-Schale,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.99,1,Tomaten Tomaten Tomaten Tomaten Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3519018/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
3017,Vodka,Puschkin,"37,5% Vol. oder Nuts & Nougat 17,5% Vol. 0,7l Flasche",EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,5.55,1,Wodka Vodka Spirituosen Spirituosen Alkoholische Getränke Alkoholische Getränke Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3474642/images/default/0/msmall.jpg,02111,0211,021,02,nan,nan,nan,nan
2240,Säfte,Capri Sun,10x0.2 l,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.49,10,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3468652/images/default/0/msmall.jpg,01223,0122,012,01,nan,nan,nan,nan
7901,Prodomo Kaffee,Dallmayr,500 g-Pkg.,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,3.99,1,Kaffee Heißgetränke Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3509511/images/default/0/msmall.jpg,01211,0121,012,01,nan,nan,nan,nan
2271,Bio-Fenchel,Rewe Bio,2-Stk.-Pkg.,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.39,1,Würzelgemüse Würzelgemüse Würzelgemüse Würzelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3468911/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
1471,Apfelschorle,Rhenser,"12 x 0,7 Liter, jeder Kasten (+ 3,30 Pfand)",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,4.99,12,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3464480/images/default/0/msmall.jpg,01222,0122,012,01,nan,nan,nan,nan
280116,Süßkartoffel Pommes,Edeka,"Wedges oder Gemüse-Pommes tiefgefroren, 500 g Beutel",EDEKA,2019-03-17 23:00:00.0,2019-03-23 22:59:00.0,1.99,1,Tiefkühlkartoffeln Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5095091/images/default/0/msmall.jpg,01176,0117,011,01,nan,nan,nan,nan
12408,Goldtraum Teigwaren,Riesa,"versch. Sorten, jede 500-g-Beutel",real,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,1.59,1,Nudeln Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3546558/images/default/0/msmall.jpg,01116,0111,011,01,nan,nan,nan,nan
127053,Konfitüre,Landliebe,"versch. Sorten, jedes 200-g-Glas",real,2018-07-15 22:00:00.0,2018-07-21 21:59:00.0,1.19,1,"Marmeladen süße Aufstriche Aufstriche Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4265457/images/default/0/msmall.jpg,01182,0118,011,01,nan,nan,nan,nan
5161,Echt & Gut Lauch,Unsere Heimat,"aus Deutschland, Klasse I, 1 kg",EDEKA Center,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.99,1,Kräuter Kräuter Kräuter Kräuter Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3487922/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
13096,Speisekartoffel,not_available,festkochend aus Deutschland 5 kg Beutel,EDEKA,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,1.49,1,Würzelgemüse Würzelgemüse Würzelgemüse Würzelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3551393/images/default/0/msmall.jpg,01174,0117,011,01,nan,nan,nan,nan
4548,Brokkoli,not_available,Für dieses Angebot ist keine Beschreibung verfügbar.,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.79,1,Kohl Kohl Kohl Kohl Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3484628/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
313415,Pommes Juliennes,Agrarfrost,"verschiedene Sorten, tiefgefroren, 2,5-kg-Packung",EDEKA Neukauf,2019-05-05 22:00:00.0,2019-05-11 21:59:00.0,3.79,1,Tiefkühlkartoffeln Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5265875/images/default/0/msmall.jpg,01174,0117,011,01,nan,nan,nan,nan
19298,Bäckerkruste,Original Wagner,oder Rustpani 170-195-g-Pkg.,REWE,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,1.59,1,Tiefkühlbackwaren Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3594471/images/default/0/msmall.jpg,01113,0111,011,01,nan,nan,nan,nan
369831,Cote de Boeuf,BBQ,Vondeutschen Rindern; vom Entrecote mit Knochen(Rinderrücken)gesägt; mind. 14Tagenassgereift; zum Bratenoder fürden Grill; ca.500gpro Packung; QS-zertifiziert z. B. 500 g,ALDI Nord,2019-08-25 22:00:00.0,2019-08-31 21:59:00.0,7.5,1,Rindfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5551767/images/default/0/msmall.jpg,01121,0112,011,01,nan,nan,nan,nan
5020,Lachs-Filet,not_available,Stk.,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.99,1,Frischfisch Fisch & Meeresfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3487142/images/default/0/msmall.jpg,01131,0113,011,01,nan,nan,nan,nan
9342,Nektarine,SanLucar,"oder Pfirsiche gelb!eischig, aus der Republik Südafrika, Kl. I je 100g",EDEKA Neukauf,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.39,1,Steinobst Steinobst Steinobst Steinobst Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3519529/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
362568,Mini Roma Rispentomaten,Rewe Beste Wahl,250-g-Schale,REWE,2019-08-04 22:00:00.0,2019-08-10 21:59:00.0,1.49,1,Tomaten Tomaten Tomaten Tomaten Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5519111/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
904,Schinkenspeck,Rasting,100g,CAP MARKT,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.19,1,Schinken Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3462452/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
133637,Schweinshaxe,Alpenschmaus,"ohne Schwarte Gewürzt, gegart, einzeln entnehmbar; 2 Stück; QS-zertifiziert 1.000-g-Pckg.",ALDI Nord,2018-07-29 22:00:00.0,2018-08-04 21:59:00.0,5.99,1,Tiefkühlfleisch Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4301560/images/default/0/msmall.jpg,01128,0112,011,01,nan,nan,nan,nan
4371,Cookies,Pepperidge Farm,Baked Dark Chocolate Brownie 244 g oder White Chocolate Macadamia Crispy  204 g  Packung,EDEKA Center,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.79,1,Kekse Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3483056/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
356024,Frischwurst-Aufschnitt,not_available,100 g,REWE,2019-07-21 22:00:00.0,2019-07-27 21:59:00.0,0.79,1,Wurstaufschnitt Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5484735/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
359474,Müsli,Rewe to go,180 g,REWE,2019-07-28 22:00:00.0,2019-08-03 21:59:00.0,1.79,1,Müslimischungen Müsli & Cerealien Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5501474/images/default/0/msmall.jpg,01117,0111,011,01,nan,nan,nan,nan
8373,Salami-Vielfalt,not_available,"Bierstangerl, Salami Stangerl Paprika, Salami Peitschen und Mini Salamis Klassik 300-g-Packung",ALDI Süd,2018-02-16 23:00:00.0,2018-02-17 22:59:00.0,3.99,1,Salami Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3513869/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
12713,Kærgården,Arla,"versch. Sorten, 250g Stück",EDEKA Simmel,2018-02-09 23:00:00.0,2018-02-17 22:59:00.0,1.49,1,"Butter Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3548294/images/default/0/msmall.jpg,01151,0115,011,01,nan,nan,nan,nan
365139,Mango,not_available,"aus Brasilien, Klasse I je Stück",CAP MARKT,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1,1,Exotische Früchte Exotische Früchte Exotische Früchte Exotische Früchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5530005/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
44968,Spitzen-Langkorn-Reis,Uncle Ben's,oder Natur-Reis 1 kg Packung,EDEKA Center,2018-03-25 22:00:00.0,2018-03-31 21:59:00.0,2.79,1,Reis Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3773673/images/default/0/msmall.jpg,01111,0111,011,01,nan,nan,nan,nan
15120,Lamm-Hüfte,not_available,100 g,REWE,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,2.49,1,Lammfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3567093/images/default/0/msmall.jpg,01123,0112,011,01,nan,nan,nan,nan
2261,Bio Brotkorb,Edeka,oder Eiweißbrot geschnitten 500-g-Packung,Treff 3000,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.49,1,Brot Brot & Kleingebäck Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3468804/images/default/0/msmall.jpg,01113,0111,011,01,nan,nan,nan,nan
355400,Natur Radler Alkoholfrei,Hacker-Pschorr,20 x 0.5-l-Fl. + 4.50 Pfand,REWE,2019-07-21 22:00:00.0,2019-07-27 21:59:00.0,11.99,20,Alkoholfreies Bier Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/5482737/images/default/0/msmall.jpg,02133,0213,021,02,nan,nan,nan,nan
318721,Schillerwein Gaispeter,Remstalkellerei,"Deutschland/Württemberg Remstal Gaispeter Schillerwein oder Stoffel Müller-Thurgau QbA, halbtrocken, 1-l-Flasche (0,02 Pfand je Flasche) Ab 3 Flaschen",real,2019-05-19 22:00:00.0,2019-05-25 21:59:00.0,2.99,1,Roseweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/5293117/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
626,Kinder Riegel Mini,Ferrero,"ln den Sorten bueno, 97 g, Country 118 g, oder Riegel, 120 g",ALDI Nord,2018-02-01 23:00:00.0,2018-02-03 22:59:00.0,1.35,1,Schokoladen Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3436043/images/default/0/msmall.jpg,01183,0118,011,01,nan,nan,nan,nan
131852,Bio Bergkäse,Schärdinger,100g.,EDEKA Center,2018-07-15 22:00:00.0,2018-07-21 21:59:00.0,1.29,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4291165/images/default/0/msmall.jpg,01145,0114,011,01,nan,nan,nan,nan
24742,Vitalis Müsli,Dr. Oetker,"Verschiedene Sorten, z. B. Schokomüsli 600g, Packung",Treff 3000,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,2.22,1,Müslimischungen Müsli & Cerealien Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3638260/images/default/0/msmall.jpg,01117,0111,011,01,nan,nan,nan,nan
318730,Eisentaler Betschgräbler Riesling,Affentaler,"Deutschland/Baden Eisentaler Betschgräbler Riesling QbA,  halbtrocken oder trocken 1-l-Flasche (+ 0,02 Pfand je Flasche) Ab 3 Flaschen",real,2019-05-19 22:00:00.0,2019-05-25 21:59:00.0,3.99,1,Weissweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/5293151/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
369551,Knabber Esspapier,Küchle,"mit Brotzeitbox verschiedene Motive, 40-g-Box",EDEKA Center,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,3.49,1,Fruchtgummi Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5549172/images/default/0/msmall.jpg,01184,0118,011,01,nan,nan,nan,nan
23360,Suppen,Bonduelle,460 ml,EDEKA Paschmann,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,1.99,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3629788/images/default/0/msmall.jpg,01199,0119,011,01,nan,nan,nan,nan
16773,Wirsing,not_available,1 kg,EDEKA Center,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,0.99,1,Kohl Kohl Kohl Kohl Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3577612/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
41332,Fruchtquark,Weihenstephan,"Versch. Sorten, jede 500-g-Packung",real,2018-03-25 22:00:00.0,2018-03-31 21:59:00.0,1.29,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3748176/images/default/0/msmall.jpg,01146,0114,011,01,nan,nan,nan,nan
354428,Letscho-Gemüse,Spreewaldhof,"Ungarische-Art, jedes 720-ml-Glas",real,2019-07-21 22:00:00.0,2019-07-27 21:59:00.0,1.29,1,Gemüsekonserven Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5477033/images/default/0/msmall.jpg,01173,0117,011,01,nan,nan,nan,nan
33507,Speisezwiebeln,Rewe Regional,350 g-Netz,REWE,2018-03-11 23:00:00.0,2018-03-17 22:59:00.0,0.49,1,Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3697320/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
370540,Rinderfiletsteak,Maredo,100 g,EDEKA Center,2019-08-18 22:00:00.0,2019-08-24 21:59:00.0,3.99,1,Rindfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5554521/images/default/0/msmall.jpg,01121,0112,011,01,nan,nan,nan,nan
1270,Sekt,Rotkäppchen,"auch Fruchtsecco verschiedene Sorten, 0,75-L-Flasche",EDEKA Center,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.79,1,Sekt Schaumweine Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3463963/images/default/0/msmall.jpg,02121,0212,021,02,nan,nan,nan,nan
168507,Austern,Sylter Royal,Stück,EDEKA Paschmann,2018-09-09 22:00:00.0,2018-09-15 21:59:00.0,2.5,1,Meeresfrüchte Fisch & Meeresfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4489845/images/default/0/msmall.jpg,01133,0113,011,01,nan,nan,nan,nan
56808,Trockenfrüchte-Spezialitäten,Sunny Island,"Apfelringe 150 g, Cranberries 200 g oder Bananenchips 250 g, Kennzeichnung siehe Etikett, jede Packung",real,2018-04-15 22:00:00.0,2018-04-21 21:59:00.0,1,1,Trockenobst Trockenobst Trockenobst Trockenobst Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3854426/images/default/0/msmall.jpg,01163,0116,011,01,nan,nan,nan,nan
388,Apfelmus,Lausitzer,jedes 705-g-Glas,real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,0.89,1,Obstkonserven Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/289675/images/default/0/msmall.jpg,01164,0116,011,01,nan,nan,nan,nan
3030,Schweine Gulasch,Gut & Günstig,500 g Packung,CAP MARKT,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.59,1,Schweinefleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3474663/images/default/0/msmall.jpg,01122,0112,011,01,nan,nan,nan,nan
361043,Chipsfrisch,Funny Frisch,ungarisch oder gesalzen jede 4 x 50-g-Multipack,real,2019-08-04 22:00:00.0,2019-08-17 21:59:00.0,1.49,4,Chips Knabberartikel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5509885/images/default/0/msmall.jpg,01175,0117,011,01,nan,nan,nan,nan
2883,Steinofen-Pizza,Real Quality,"versch. Sorten, gefroren, jede 320/375-g-Packung",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1,1,Tiefkühlpizza Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3473307/images/default/0/msmall.jpg,01115,0111,011,01,nan,nan,nan,nan
368626,Kinder Ice Cream Stick,Ferrero,Cones oder Sandwich 360/480 ml Multipack,EDEKA,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.99,1,Eis Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5546101/images/default/0/msmall.jpg,01185,0118,011,01,nan,nan,nan,nan
5436,Coffee Pads,Senseo,95g-125g,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.49,1,Kaffee Heißgetränke Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3490214/images/default/0/msmall.jpg,01211,0121,012,01,nan,nan,nan,nan
4432,Kaffee d'Oro,Dallmayr,1kg Beutel,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,9.99,1,Kaffee Heißgetränke Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3483764/images/default/0/msmall.jpg,01211,0121,012,01,nan,nan,nan,nan
22867,"0,0 % alkoholfrei Bier",Bitburger,"ede 6 x 0,33 Liter-Packung + 0,48 Pfand",real,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,3.29,6,Alkoholfreies Bier Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3624475/images/default/0/msmall.jpg,02133,0213,021,02,nan,nan,nan,nan
19218,Natives Olivenöl Extra,Cucina,500-ml-Flasche,ALDI Süd,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,3.99,1,"Öl Soßen, Fonds & Dressings Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3593699/images/default/0/msmall.jpg,01153,0115,011,01,nan,nan,nan,nan
106607,Frische Fränkische Eier,not_available,10er Packung + 2 gratis,EDEKA Center,2018-06-17 22:00:00.0,2018-06-23 21:59:00.0,1.99,1,"Eier Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4150831/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
3926,Apfelmus,Odenwald,720-g-Glas,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.29,1,Obstkonserven Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3479918/images/default/0/msmall.jpg,01164,0116,011,01,nan,nan,nan,nan
